Conjugation,Verb,Tense,Person,Lesson#,Lesson ID,Shared
gaitzesten dute,gaitzetsi,present,haiek,41,unit-10-present-plural,NO
aldarrikatzen dugu,aldarrikatu,present,gu,41,unit-10-present-plural,NO
aldarrikatzen duzue,aldarrikatu,present,zuek,41,unit-10-present-plural,NO
aldarrikatzen dute,aldarrikatu,present,haiek,41,unit-10-present-plural,NO
plazaratzen dugu,plazaratu,present,gu,41,unit-10-present-plural,NO
plazaratzen duzue,plazaratu,present,zuek,41,unit-10-present-plural,NO
plazaratzen dute,plazaratu,present,haiek,41,unit-10-present-plural,NO
sustatzen dugu,sustatu,present,gu,41,unit-10-present-plural,NO
sustatzen duzue,sustatu,present,zuek,41,unit-10-present-plural,NO
sustatzen dute,sustatu,present,haiek,41,unit-10-present-plural,NO
bultzatzen dugu,bultzatu,present,gu,41,unit-10-present-plural,NO
bultzatzen duzue,bultzatu,present,zuek,41,unit-10-present-plural,NO
bultzatzen dute,bultzatu,present,haiek,41,unit-10-present-plural,NO
bermatzen dugu,bermatu,present,gu,41,unit-10-present-plural,NO
bermatzen duzue,bermatu,present,zuek,41,unit-10-present-plural,NO
bermatzen dute,bermatu,present,haiek,41,unit-10-present-plural,NO
babesten dugu,babestu,present,gu,41,unit-10-present-plural,NO
babesten duzue,babestu,present,zuek,41,unit-10-present-plural,NO
babesten dute,babestu,present,haiek,41,unit-10-present-plural,NO
ziurtatzen dugu,ziurtatu,present,gu,41,unit-10-present-plural,NO
ziurtatzen duzue,ziurtatu,present,zuek,41,unit-10-present-plural,NO
ziurtatzen dute,ziurtatu,present,haiek,41,unit-10-present-plural,NO
borobiltzen dugu,borobildu,present,gu,41,unit-10-present-plural,NO
borobiltzen duzue,borobildu,present,zuek,41,unit-10-present-plural,NO
borobiltzen dute,borobildu,present,haiek,41,unit-10-present-plural,NO
hitz egiten dugu,hitz-egin,present,gu,41,unit-10-present-plural,NO
hitz egiten duzue,hitz-egin,present,zuek,41,unit-10-present-plural,NO
hitz egiten dute,hitz-egin,present,haiek,41,unit-10-present-plural,NO
lan egiten dugu,lan-egin,present,gu,41,unit-10-present-plural,NO
lan egiten duzue,lan-egin,present,zuek,41,unit-10-present-plural,NO
lan egiten dute,lan-egin,present,haiek,41,unit-10-present-plural,NO
lo egiten dugu,lo-egin,present,gu,41,unit-10-present-plural,NO
lo egiten duzue,lo-egin,present,zuek,41,unit-10-present-plural,NO
lo egiten dute,lo-egin,present,haiek,41,unit-10-present-plural,NO
ahaleginak egiten dugu,ahaleginak-egin,present,gu,41,unit-10-present-plural,NO
ahaleginak egiten duzue,ahaleginak-egin,present,zuek,41,unit-10-present-plural,NO
ahaleginak egiten dute,ahaleginak-egin,present,haiek,41,unit-10-present-plural,NO
parte hartzen dugu,parte-hartu,present,gu,41,unit-10-present-plural,NO
parte hartzen duzue,parte-hartu,present,zuek,41,unit-10-present-plural,NO
parte hartzen dute,parte-hartu,present,haiek,41,unit-10-present-plural,NO
kontuan hartzen dugu,kontuan-hartu,present,gu,41,unit-10-present-plural,NO
kontuan hartzen duzue,kontuan-hartu,present,zuek,41,unit-10-present-plural,NO
kontuan hartzen dute,kontuan-hartu,present,haiek,41,unit-10-present-plural,NO
arreta ematen dugu,arreta-eman,present,gu,41,unit-10-present-plural,NO
arreta ematen duzue,arreta-eman,present,zuek,41,unit-10-present-plural,NO
arreta ematen dute,arreta-eman,present,haiek,41,unit-10-present-plural,NO
ditut,ukan,presentPlural,ni,42,nor-nork-present-plural-pool,NO
dituzu,ukan,presentPlural,zu,42,nor-nork-present-plural-pool,NO
ditu,ukan,presentPlural,hura,42,nor-nork-present-plural-pool,NO
jaten ditut,jan,presentPlural,ni,42,nor-nork-present-plural-pool,NO
jaten dituzu,jan,presentPlural,zu,42,nor-nork-present-plural-pool,NO
jaten ditu,jan,presentPlural,hura,42,nor-nork-present-plural-pool,NO
edaten ditut,edan,presentPlural,ni,42,nor-nork-present-plural-pool,NO
edaten dituzu,edan,presentPlural,zu,42,nor-nork-present-plural-pool,NO
edaten ditu,edan,presentPlural,hura,42,nor-nork-present-plural-pool,NO
erosten ditut,erosi,presentPlural,ni,42,nor-nork-present-plural-pool,NO
erosten dituzu,erosi,presentPlural,zu,42,nor-nork-present-plural-pool,NO
erosten ditu,erosi,presentPlural,hura,42,nor-nork-present-plural-pool,NO
hartzen ditut,hartu,presentPlural,ni,42,nor-nork-present-plural-pool,NO
hartzen dituzu,hartu,presentPlural,zu,42,nor-nork-present-plural-pool,NO
hartzen ditu,hartu,presentPlural,hura,42,nor-nork-present-plural-pool,NO
ikusten ditut,ikusi,presentPlural,ni,42,nor-nork-present-plural-pool,NO
ikusten dituzu,ikusi,presentPlural,zu,42,nor-nork-present-plural-pool,NO
ikusten ditu,ikusi,presentPlural,hura,42,nor-nork-present-plural-pool,NO
dauzkat,eduki,presentPlural,ni,42,nor-nork-present-plural-pool,NO
dauzkazu,eduki,presentPlural,zu,42,nor-nork-present-plural-pool,NO
dauzka,eduki,presentPlural,hura,42,nor-nork-present-plural-pool,NO
egiten ditut,egin,presentPlural,ni,42,nor-nork-present-plural-pool,NO
egiten dituzu,egin,presentPlural,zu,42,nor-nork-present-plural-pool,NO
egiten ditu,egin,presentPlural,hura,42,nor-nork-present-plural-pool,NO
irakurtzen ditut,irakurri,presentPlural,ni,42,nor-nork-present-plural-pool,NO
irakurtzen dituzu,irakurri,presentPlural,zu,42,nor-nork-present-plural-pool,NO
irakurtzen ditu,irakurri,presentPlural,hura,42,nor-nork-present-plural-pool,NO
idazten ditut,idatzi,presentPlural,ni,42,nor-nork-present-plural-pool,NO
idazten dituzu,idatzi,presentPlural,zu,42,nor-nork-present-plural-pool,NO
idazten ditu,idatzi,presentPlural,hura,42,nor-nork-present-plural-pool,NO
ikasten ditut,ikasi,presentPlural,ni,42,nor-nork-present-plural-pool,NO
ikasten dituzu,ikasi,presentPlural,zu,42,nor-nork-present-plural-pool,NO
ikasten ditu,ikasi,presentPlural,hura,42,nor-nork-present-plural-pool,NO
entzuten ditut,entzun,presentPlural,ni,42,nor-nork-present-plural-pool,NO
entzuten dituzu,entzun,presentPlural,zu,42,nor-nork-present-plural-pool,NO
entzuten ditu,entzun,presentPlural,hura,42,nor-nork-present-plural-pool,NO
uzten ditut,utzi,presentPlural,ni,42,nor-nork-present-plural-pool,NO
uzten dituzu,utzi,presentPlural,zu,42,nor-nork-present-plural-pool,NO
uzten ditu,utzi,presentPlural,hura,42,nor-nork-present-plural-pool,NO
bilatzen ditut,bilatu,presentPlural,ni,42,nor-nork-present-plural-pool,NO
bilatzen dituzu,bilatu,presentPlural,zu,42,nor-nork-present-plural-pool,NO
bilatzen ditu,bilatu,presentPlural,hura,42,nor-nork-present-plural-pool,NO
saltzen ditut,saldu,presentPlural,ni,42,nor-nork-present-plural-pool,NO
saltzen dituzu,saldu,presentPlural,zu,42,nor-nork-present-plural-pool,NO
saltzen ditu,saldu,presentPlural,hura,42,nor-nork-present-plural-pool,NO
ditugu,ukan,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
dituzue,ukan,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
dituzte,ukan,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
jaten ditugu,jan,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
jaten dituzue,jan,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
jaten dituzte,jan,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
edaten ditugu,edan,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
edaten dituzue,edan,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
edaten dituzte,edan,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
erosten ditugu,erosi,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
erosten dituzue,erosi,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
erosten dituzte,erosi,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
hartzen ditugu,hartu,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
hartzen dituzue,hartu,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
hartzen dituzte,hartu,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
ikusten ditugu,ikusi,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
ikusten dituzue,ikusi,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
ikusten dituzte,ikusi,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
dauzkagu,eduki,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
dauzkazue,eduki,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
dauzkate,eduki,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
egiten ditugu,egin,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
egiten dituzue,egin,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
egiten dituzte,egin,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
irakurtzen ditugu,irakurri,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
irakurtzen dituzue,irakurri,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
irakurtzen dituzte,irakurri,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
idazten ditugu,idatzi,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
idazten dituzue,idatzi,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
idazten dituzte,idatzi,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
ikasten ditugu,ikasi,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
ikasten dituzue,ikasi,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
ikasten dituzte,ikasi,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
entzuten ditugu,entzun,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
entzuten dituzue,entzun,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
entzuten dituzte,entzun,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
uzten ditugu,utzi,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
uzten dituzue,utzi,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
uzten dituzte,utzi,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
bilatzen ditugu,bilatu,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
bilatzen dituzue,bilatu,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
bilatzen dituzte,bilatu,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
saltzen ditugu,saldu,presentPlural,gu,43,nor-nork-present-plural-pool-plural,NO
saltzen dituzue,saldu,presentPlural,zuek,43,nor-nork-present-plural-pool-plural,NO
saltzen dituzte,saldu,presentPlural,haiek,43,nor-nork-present-plural-pool-plural,NO
nuen,ukan,past,ni,44,ukan-past-pool,NO
zenuen,ukan,past,zu,44,ukan-past-pool,NO
zuen,ukan,past,hura,44,ukan-past-pool,NO
jan nuen,jan,past,ni,44,ukan-past-pool,NO
jan zenuen,jan,past,zu,44,ukan-past-pool,NO
jan zuen,jan,past,hura,44,ukan-past-pool,NO
edan nuen,edan,past,ni,44,ukan-past-pool,NO
edan zenuen,edan,past,zu,44,ukan-past-pool,NO
edan zuen,edan,past,hura,44,ukan-past-pool,NO
erosi nuen,erosi,past,ni,44,ukan-past-pool,NO
erosi zenuen,erosi,past,zu,44,ukan-past-pool,NO
erosi zuen,erosi,past,hura,44,ukan-past-pool,NO
ikusi nuen,ikusi,past,ni,44,ukan-past-pool,NO
ikusi zenuen,ikusi,past,zu,44,ukan-past-pool,NO
ikusi zuen,ikusi,past,hura,44,ukan-past-pool,NO
nekien,jakin,past,ni,44,ukan-past-pool,NO
zenekien,jakin,past,zu,44,ukan-past-pool,NO
zekien,jakin,past,hura,44,ukan-past-pool,NO
egin nuen,egin,past,ni,44,ukan-past-pool,NO
egin zenuen,egin,past,zu,44,ukan-past-pool,NO
egin zuen,egin,past,hura,44,ukan-past-pool,NO
irakurri nuen,irakurri,past,ni,44,ukan-past-pool,NO
irakurri zenuen,irakurri,past,zu,44,ukan-past-pool,NO
irakurri zuen,irakurri,past,hura,44,ukan-past-pool,NO
idatzi nuen,idatzi,past,ni,44,ukan-past-pool,NO
idatzi zenuen,idatzi,past,zu,44,ukan-past-pool,NO
idatzi zuen,idatzi,past,hura,44,ukan-past-pool,NO
ikasi nuen,ikasi,past,ni,44,ukan-past-pool,NO
ikasi zenuen,ikasi,past,zu,44,ukan-past-pool,NO
ikasi zuen,ikasi,past,hura,44,ukan-past-pool,NO
entzun nuen,entzun,past,ni,44,ukan-past-pool,NO
entzun zenuen,entzun,past,zu,44,ukan-past-pool,NO
entzun zuen,entzun,past,hura,44,ukan-past-pool,NO
utzi nuen,utzi,past,ni,44,ukan-past-pool,NO
utzi zenuen,utzi,past,zu,44,ukan-past-pool,NO
utzi zuen,utzi,past,hura,44,ukan-past-pool,NO
aurkitu nuen,aurkitu,past,ni,44,ukan-past-pool,NO
aurkitu zenuen,aurkitu,past,zu,44,ukan-past-pool,NO
aurkitu zuen,aurkitu,past,hura,44,ukan-past-pool,NO
bilatu nuen,bilatu,past,ni,44,ukan-past-pool,NO
bilatu zenuen,bilatu,past,zu,44,ukan-past-pool,NO
bilatu zuen,bilatu,past,hura,44,ukan-past-pool,NO
galdu nuen,galdu,past,ni,44,ukan-past-pool,NO
galdu zenuen,galdu,past,zu,44,ukan-past-pool,NO
galdu zuen,galdu,past,hura,44,ukan-past-pool,NO
jaso nuen,jaso,past,ni,44,ukan-past-pool,NO
jaso zenuen,jaso,past,zu,44,ukan-past-pool,NO
jaso zuen,jaso,past,hura,44,ukan-past-pool,NO
saldu nuen,saldu,past,ni,44,ukan-past-pool,NO
saldu zenuen,saldu,past,zu,44,ukan-past-pool,NO
saldu zuen,saldu,past,hura,44,ukan-past-pool,NO
itxaron nuen,itxaron,past,ni,44,ukan-past-pool,NO
itxaron zenuen,itxaron,past,zu,44,ukan-past-pool,NO
itxaron zuen,itxaron,past,hura,44,ukan-past-pool,NO
eskatu nuen,eskatu,past,ni,44,ukan-past-pool,NO
eskatu zenuen,eskatu,past,zu,44,ukan-past-pool,NO
eskatu zuen,eskatu,past,hura,44,ukan-past-pool,NO
galdetu nuen,galdetu,past,ni,44,ukan-past-pool,NO
galdetu zenuen,galdetu,past,zu,44,ukan-past-pool,NO
galdetu zuen,galdetu,past,hura,44,ukan-past-pool,NO
adierazi nuen,adierazi,past,ni,44,ukan-past-pool,NO
adierazi zenuen,adierazi,past,zu,44,ukan-past-pool,NO
adierazi zuen,adierazi,past,hura,44,ukan-past-pool,NO
bukatu nuen,bukatu,past,ni,44,ukan-past-pool,NO
bukatu zenuen,bukatu,past,zu,44,ukan-past-pool,NO
bukatu zuen,bukatu,past,hura,44,ukan-past-pool,NO
amaitu nuen,amaitu,past,ni,44,ukan-past-pool,NO
amaitu zenuen,amaitu,past,zu,44,ukan-past-pool,NO
amaitu zuen,amaitu,past,hura,44,ukan-past-pool,NO
gainditu nuen,gainditu,past,ni,44,ukan-past-pool,NO
gainditu zenuen,gainditu,past,zu,44,ukan-past-pool,NO
gainditu zuen,gainditu,past,hura,44,ukan-past-pool,NO
bereiztu nuen,bereiztu,past,ni,44,ukan-past-pool,NO
bereiztu zenuen,bereiztu,past,zu,44,ukan-past-pool,NO
bereiztu zuen,bereiztu,past,hura,44,ukan-past-pool,NO
ezagutu nuen,ezagutu,past,ni,44,ukan-past-pool,NO
ezagutu zenuen,ezagutu,past,zu,44,ukan-past-pool,NO
ezagutu zuen,ezagutu,past,hura,44,ukan-past-pool,NO
sentitu nuen,sentitu,past,ni,44,ukan-past-pool,NO
sentitu zenuen,sentitu,past,zu,44,ukan-past-pool,NO
sentitu zuen,sentitu,past,hura,44,ukan-past-pool,NO
pentsatu nuen,pentsatu,past,ni,44,ukan-past-pool,NO
pentsatu zenuen,pentsatu,past,zu,44,ukan-past-pool,NO
pentsatu zuen,pentsatu,past,hura,44,ukan-past-pool,NO
sumatu nuen,sumatu,past,ni,44,ukan-past-pool,NO
sumatu zenuen,sumatu,past,zu,44,ukan-past-pool,NO
sumatu zuen,sumatu,past,hura,44,ukan-past-pool,NO
ulertu nuen,ulertu,past,ni,44,ukan-past-pool,NO
ulertu zenuen,ulertu,past,zu,44,ukan-past-pool,NO
ulertu zuen,ulertu,past,hura,44,ukan-past-pool,NO
aztertu nuen,aztertu,past,ni,44,ukan-past-pool,NO
aztertu zenuen,aztertu,past,zu,44,ukan-past-pool,NO
aztertu zuen,aztertu,past,hura,44,ukan-past-pool,NO
ukatu nuen,ukatu,past,ni,44,ukan-past-pool,NO
ukatu zenuen,ukatu,past,zu,44,ukan-past-pool,NO
ukatu zuen,ukatu,past,hura,44,ukan-past-pool,NO
batu nuen,batu,past,ni,44,ukan-past-pool,NO
batu zenuen,batu,past,zu,44,ukan-past-pool,NO
batu zuen,batu,past,hura,44,ukan-past-pool,NO
planteatu nuen,planteatu,past,ni,44,ukan-past-pool,NO
planteatu zenuen,planteatu,past,zu,44,ukan-past-pool,NO
planteatu zuen,planteatu,past,hura,44,ukan-past-pool,NO
hausnartu nuen,hausnartu,past,ni,44,ukan-past-pool,NO
hausnartu zenuen,hausnartu,past,zu,44,ukan-past-pool,NO
hausnartu zuen,hausnartu,past,hura,44,ukan-past-pool,NO
argudiatu nuen,argudiatu,past,ni,44,ukan-past-pool,NO
argudiatu zenuen,argudiatu,past,zu,44,ukan-past-pool,NO
argudiatu zuen,argudiatu,past,hura,44,ukan-past-pool,NO
ondorioztatu nuen,ondorioztatu,past,ni,44,ukan-past-pool,NO
ondorioztatu zenuen,ondorioztatu,past,zu,44,ukan-past-pool,NO
ondorioztatu zuen,ondorioztatu,past,hura,44,ukan-past-pool,NO
gaitzetsi nuen,gaitzetsi,past,ni,44,ukan-past-pool,NO
gaitzetsi zenuen,gaitzetsi,past,zu,44,ukan-past-pool,NO
gaitzetsi zuen,gaitzetsi,past,hura,44,ukan-past-pool,NO
aldarrikatu nuen,aldarrikatu,past,ni,44,ukan-past-pool,NO
aldarrikatu zenuen,aldarrikatu,past,zu,44,ukan-past-pool,NO
aldarrikatu zuen,aldarrikatu,past,hura,44,ukan-past-pool,NO
plazaratu nuen,plazaratu,past,ni,44,ukan-past-pool,NO
plazaratu zenuen,plazaratu,past,zu,44,ukan-past-pool,NO
plazaratu zuen,plazaratu,past,hura,44,ukan-past-pool,NO
sustatu nuen,sustatu,past,ni,44,ukan-past-pool,NO
sustatu zenuen,sustatu,past,zu,44,ukan-past-pool,NO
sustatu zuen,sustatu,past,hura,44,ukan-past-pool,NO
bultzatu nuen,bultzatu,past,ni,44,ukan-past-pool,NO
bultzatu zenuen,bultzatu,past,zu,44,ukan-past-pool,NO
bultzatu zuen,bultzatu,past,hura,44,ukan-past-pool,NO
bermatu nuen,bermatu,past,ni,44,ukan-past-pool,NO
bermatu zenuen,bermatu,past,zu,44,ukan-past-pool,NO
bermatu zuen,bermatu,past,hura,44,ukan-past-pool,NO
babestu nuen,babestu,past,ni,44,ukan-past-pool,NO
babestu zenuen,babestu,past,zu,44,ukan-past-pool,NO
babestu zuen,babestu,past,hura,44,ukan-past-pool,NO
ziurtatu nuen,ziurtatu,past,ni,44,ukan-past-pool,NO
ziurtatu zenuen,ziurtatu,past,zu,44,ukan-past-pool,NO
ziurtatu zuen,ziurtatu,past,hura,44,ukan-past-pool,NO
borobildu nuen,borobildu,past,ni,44,ukan-past-pool,NO
borobildu zenuen,borobildu,past,zu,44,ukan-past-pool,NO
borobildu zuen,borobildu,past,hura,44,ukan-past-pool,NO
hitz egin nuen,hitz-egin,past,ni,44,ukan-past-pool,NO
hitz egin zenuen,hitz-egin,past,zu,44,ukan-past-pool,NO
hitz egin zuen,hitz-egin,past,hura,44,ukan-past-pool,NO
lan egin nuen,lan-egin,past,ni,44,ukan-past-pool,NO
lan egin zenuen,lan-egin,past,zu,44,ukan-past-pool,NO
lan egin zuen,lan-egin,past,hura,44,ukan-past-pool,NO
lo egin nuen,lo-egin,past,ni,44,ukan-past-pool,NO
lo egin zenuen,lo-egin,past,zu,44,ukan-past-pool,NO
lo egin zuen,lo-egin,past,hura,44,ukan-past-pool,NO
ahaleginak egin nuen,ahaleginak-egin,past,ni,44,ukan-past-pool,NO
ahaleginak egin zenuen,ahaleginak-egin,past,zu,44,ukan-past-pool,NO
ahaleginak egin zuen,ahaleginak-egin,past,hura,44,ukan-past-pool,NO
parte hartu nuen,parte-hartu,past,ni,44,ukan-past-pool,NO
parte hartu zenuen,parte-hartu,past,zu,44,ukan-past-pool,NO
parte hartu zuen,parte-hartu,past,hura,44,ukan-past-pool,NO
kontuan hartu nuen,kontuan-hartu,past,ni,44,ukan-past-pool,NO
kontuan hartu zenuen,kontuan-hartu,past,zu,44,ukan-past-pool,NO
kontuan hartu zuen,kontuan-hartu,past,hura,44,ukan-past-pool,NO
arreta eman nuen,arreta-eman,past,ni,44,ukan-past-pool,NO
arreta eman zenuen,arreta-eman,past,zu,44,ukan-past-pool,NO
arreta eman zuen,arreta-eman,past,hura,44,ukan-past-pool,NO
genuen,ukan,past,gu,45,ukan-past-pool-plural,NO
zenuten,ukan,past,zuek,45,ukan-past-pool-plural,NO
zuten,ukan,past,haiek,45,ukan-past-pool-plural,NO
jan genuen,jan,past,gu,45,ukan-past-pool-plural,NO
jan zenuten,jan,past,zuek,45,ukan-past-pool-plural,NO
jan zuten,jan,past,haiek,45,ukan-past-pool-plural,NO
edan genuen,edan,past,gu,45,ukan-past-pool-plural,NO
edan zenuten,edan,past,zuek,45,ukan-past-pool-plural,NO
edan zuten,edan,past,haiek,45,ukan-past-pool-plural,NO
erosi genuen,erosi,past,gu,45,ukan-past-pool-plural,NO
erosi zenuten,erosi,past,zuek,45,ukan-past-pool-plural,NO
erosi zuten,erosi,past,haiek,45,ukan-past-pool-plural,NO
ikusi genuen,ikusi,past,gu,45,ukan-past-pool-plural,NO
ikusi zenuten,ikusi,past,zuek,45,ukan-past-pool-plural,NO
ikusi zuten,ikusi,past,haiek,45,ukan-past-pool-plural,NO
genekien,jakin,past,gu,45,ukan-past-pool-plural,NO
zenekiten,jakin,past,zuek,45,ukan-past-pool-plural,NO
zekiten,jakin,past,haiek,45,ukan-past-pool-plural,NO
egin genuen,egin,past,gu,45,ukan-past-pool-plural,NO
egin zenuten,egin,past,zuek,45,ukan-past-pool-plural,NO
egin zuten,egin,past,haiek,45,ukan-past-pool-plural,NO
irakurri genuen,irakurri,past,gu,45,ukan-past-pool-plural,NO
irakurri zenuten,irakurri,past,zuek,45,ukan-past-pool-plural,NO
